protein_id	go_term	score	aspect
R9UC00	GO:0044179	0.393	P
R9UC00	GO:0050829	0.830	P
R9UC00	GO:0050830	0.780	P
R9UC04	GO:0050829	0.755	P
R9UC04	GO:0050830	0.730	P
R9UC06	GO:0050829	0.784	P
R9UC06	GO:0050830	0.760	P
R9UC10	GO:0050829	0.351	P
R9UC10	GO:0050830	0.384	P
R9UCX1	GO:0050829	0.834	P
R9UCX1	GO:0050830	0.810	P
R9UE59	GO:0050829	0.837	P
R9UE59	GO:0050830	0.817	P
R9UE63	GO:0050829	0.768	P
R9UE63	GO:0050830	0.751	P
R9UE65	GO:0044179	0.408	P
R9UE65	GO:0050829	0.843	P
R9UE65	GO:0050830	0.819	P
R9UE68	GO:0050829	0.743	P
R9UE68	GO:0050830	0.677	P
R9UFE0	GO:0050829	0.762	P
R9UFE0	GO:0050830	0.706	P
R9UFE4	GO:0050829	0.746	P
R9UFE4	GO:0050830	0.712	P
R9UFJ8	GO:0050829	0.812	P
R9UFJ8	GO:0050830	0.738	P
S8ESV1	GO:1901475	0.635	P
S8EXU2	GO:1901475	0.345	P
T2BMW7	GO:0033246	0.406	P
T2BMW7	GO:0070787	0.335	P
W6JLV4	GO:1900809	0.717	P
W6JLV4	GO:1902181	0.351	P
W6QTF2	GO:0045944	0.416	P
W7L9C2	GO:0006666	0.395	P
W8NXX4	GO:0044179	0.611	P
A0A067N4P3	GO:0005199	0.620	F
A0A067N4P7	GO:0005199	0.425	F
A0A067N582	GO:0005199	0.610	F
A0A067N648	GO:0005199	0.424	F
A0A067N648	GO:0032934	0.324	F
A0A067N7P3	GO:0032934	0.366	F
A0A067NFU6	GO:0005199	0.505	F
A0A067NGV3	GO:0005199	0.514	F
A0A067NHE1	GO:0005199	0.814	F
A0A067NHE1	GO:0032934	0.347	F
A0A067NHW8	GO:0005199	0.889	F
A0A067NMT6	GO:0005199	0.786	F
A0A067NRJ8	GO:0005199	0.438	F
A0A067NRJ8	GO:0032934	0.469	F
A0A067NRQ5	GO:0005199	0.683	F
A0A067P0I9	GO:0032934	0.451	F
A0A067P0I9	GO:0090729	0.407	F
A0A075B6H5	GO:0005515	0.451	F
A0A075B6N2	GO:0005515	0.417	F
A0A087WT03	GO:0005515	0.698	F
A0A087WTH1	GO:0005515	0.889	F
A0A087WV53	GO:0005515	0.640	F
A0A087WV53	GO:0008307	0.586	F
A0A087WV53	GO:0032036	0.441	F
A0A087WV53	GO:0051015	0.493	F
A0A087WWA1	GO:0005515	0.812	F
A0A096LP49	GO:0005515	0.937	F
A0A0A0MS02	GO:0005515	0.440	F
A0A0A0MT76	GO:0005515	0.885	F
A0A0A2J434	GO:0032934	0.411	F
A0A0A2J9B3	GO:0000978	0.334	F
A0A0A2J9B3	GO:0000981	0.389	F
A0A0A2J9B3	GO:0001228	0.323	F
A0A0A2J9B3	GO:0003677	0.374	F
A0A0A2J9B3	GO:0003700	0.461	F
A0A0A2J9B3	GO:0005515	0.489	F
A0A0A2J9B3	GO:0043565	0.435	F
A0A0A2JK41	GO:0004867	0.486	F
A0A0A2JK41	GO:0008061	0.497	F
A0A0A8X0K1	GO:0005515	0.570	F
A0A0A8X0K1	GO:0008940	0.433	F
A0A0A8X338	GO:0005515	0.478	F
A0A0B4J1U4	GO:0005515	0.438	F
A0A0B4K7K9	GO:0005515	0.920	F
A0A0C3D4E3	GO:0005199	0.489	F
A0A0C4DH27	GO:0005515	0.465	F
A0A0D1BZL3	GO:0005199	0.604	F
A0A0D1C4X3	GO:0005515	0.502	F
A0A0D1CKI0	GO:0005199	0.930	F
A0A0D1E951	GO:0005125	0.308	F
A0A0D1E951	GO:0030598	0.390	F
A0A0D1E951	GO:0140295	0.310	F
A0A0D9SF12	GO:0005515	0.892	F
A0A0E1RXK8	GO:0004497	0.824	F
A0A0E1RXK8	GO:0004499	0.424	F
A0A0E1RXK8	GO:0016218	0.633	F
A0A0E1RXK8	GO:0016491	0.404	F
A0A0E3D8N3	GO:0004497	0.555	F
A0A0E3D8N3	GO:0016218	0.417	F
A0A0F6B5X3	GO:0005515	0.638	F
A0A0F6B5X4	GO:0005515	0.356	F
A0A0F6B8D8	GO:0005515	0.447	F
A0A0F6B8D9	GO:0001217	0.340	F
A0A0F6B8D9	GO:0003677	0.301	F
A0A0F6B8D9	GO:0005515	0.707	F
A0A0F6BAH8	GO:0003677	0.367	F
A0A0F6BAH8	GO:0005515	0.633	F
A0A0F6BAH9	GO:0005515	0.391	F
A0A0F7TZ11	GO:0004497	0.874	F
A0A0F7TZ11	GO:0016218	0.585	F
A0A0G2JMH3	GO:0005515	0.894	F
A0A0H2X6L3	GO:0000287	0.439	F
A0A0H2X6L3	GO:0003952	0.522	F
A0A0H3HYU6	GO:0003700	0.480	F
A0A0H3HYU6	GO:0005515	0.426	F
A0A0H3KA40	GO:0005515	0.540	F
A0A0H3LMJ1	GO:0000155	0.543	F
A0A0H3LMJ1	GO:0005515	0.644	F
A0A0H3LMJ1	GO:0042802	0.300	F
A0A0H3LMJ1	GO:0052621	0.387	F
A0A0H3LVU7	GO:0000155	0.672	F
A0A0H3LVU7	GO:0005515	0.315	F
A0A0H3LVU7	GO:0052621	0.565	F
A0A0J9U5N0	GO:0000976	0.350	F
A0A0J9U5N0	GO:0000978	0.418	F
A0A0J9U5N0	GO:0000981	0.458	F
A0A0J9U5N0	GO:0001228	0.479	F
A0A0J9U5N0	GO:0003700	0.604	F
A0A0J9U5N0	GO:0005515	0.322	F
A0A0J9U5N0	GO:0043565	0.553	F
A0A0J9UHQ6	GO:0005199	0.526	F
A0A0J9VT58	GO:0000978	0.615	F
A0A0J9VT58	GO:0000981	0.651	F
A0A0J9VT58	GO:0001228	0.473	F
A0A0J9VT58	GO:0003700	0.722	F
A0A0J9VT58	GO:0043565	0.657	F
A0A0J9VYS2	GO:0000978	0.652	F
A0A0J9VYS2	GO:0000981	0.599	F
A0A0J9VYS2	GO:0001228	0.534	F
A0A0J9VYS2	GO:0003700	0.721	F
A0A0J9VYS2	GO:0043565	0.610	F
A0A0J9W3S9	GO:0000978	0.574	F
A0A0J9W3S9	GO:0000981	0.602	F
A0A0J9W3S9	GO:0001228	0.458	F
A0A0J9W3S9	GO:0003700	0.675	F
A0A0J9W3S9	GO:0043565	0.567	F
A0A0J9W9G2	GO:0000978	0.669	F
A0A0J9W9G2	GO:0000981	0.695	F
A0A0J9W9G2	GO:0001228	0.570	F
A0A0J9W9G2	GO:0003700	0.730	F
A0A0J9W9G2	GO:0043565	0.693	F
A0A0J9WAS0	GO:0000978	0.583	F
A0A0J9WAS0	GO:0000981	0.616	F
A0A0J9WAS0	GO:0001228	0.470	F
A0A0J9WAS0	GO:0003700	0.716	F
A0A0J9WAS0	GO:0043565	0.612	F
A0A0J9WG94	GO:0000976	0.301	F
A0A0J9WG94	GO:0003700	0.418	F
A0A0J9WG94	GO:0005515	0.492	F
A0A0J9WG94	GO:0043565	0.391	F
A0A0J9WP80	GO:0000978	0.563	F
A0A0J9WP80	GO:0000981	0.636	F
A0A0J9WP80	GO:0001228	0.477	F
A0A0J9WP80	GO:0003700	0.687	F
A0A0J9WP80	GO:0043565	0.591	F
A0A0J9WVC0	GO:0000978	0.632	F
A0A0J9WVC0	GO:0000981	0.625	F
A0A0J9WVC0	GO:0001228	0.523	F
A0A0J9WVC0	GO:0003700	0.729	F
A0A0J9WVC0	GO:0043565	0.679	F
A0A0J9YWL9	GO:0005515	0.891	F
A0A0J9YY54	GO:0005515	0.935	F
A0A0K3AWP8	GO:0005515	0.555	F
A0A0L1JEZ9	GO:0004497	0.891	F
A0A0L1JEZ9	GO:0016218	0.323	F
A0A0L1JF88	GO:0008168	0.535	F
A0A0L1JF88	GO:0008171	0.515	F
A0A0L1JF88	GO:0008757	0.381	F
A0A0M4JNZ0	GO:0004984	0.345	F
A0A0M4JNZ0	GO:0170020	0.386	F
A0A0M8N8C7	GO:0004497	0.772	F
A0A0M8N8C7	GO:0016218	0.633	F
A0A0M8N9Q3	GO:0005515	0.607	F
A0A0N7KBN8	GO:0090729	0.547	F
A0A0P0UTI6	GO:0000772	0.350	F
A0A0P0UTI6	GO:0004867	0.385	F
A0A0P0UTJ1	GO:0004867	0.424	F
A0A0P0UTJ1	GO:0005515	0.316	F
A0A0P0UTJ1	GO:0090729	0.349	F
A0A0P0UTQ7	GO:0000772	0.352	F
A0A0P0UTQ7	GO:0004867	0.489	F
A0A0P0UTQ7	GO:0090729	0.313	F
A0A0U1RQI7	GO:0005515	0.741	F
A0A0U1RQS6	GO:0005515	0.849	F
A0A0U1RRA0	GO:0005515	0.604	F
A0A125YR73	GO:0005515	0.620	F
A0A125YWU9	GO:0005515	0.463	F
A0A125YYB5	GO:0000175	0.362	F
A0A125YYB5	GO:0005515	0.493	F
A0A183	GO:0005515	0.789	F
A0A194VQN7	GO:0004497	0.341	F
A0A194VQN7	GO:0016218	0.766	F
A0A194VQN7	GO:0016491	0.305	F
A0A194VQN7	GO:1904091	0.943	F
A0A194VQT0	GO:0000297	0.846	F
A0A194W8T8	GO:0005515	0.687	F
A0A1B0GTH9	GO:0005515	0.783	F
A0A1B0GTI8	GO:0005515	0.800	F
A0A1B0GTK4	GO:0005515	0.851	F
A0A1B0GTR0	GO:0005125	0.694	F
A0A1B0GTR0	GO:0005515	0.614	F
A0A1B0GTS1	GO:0005515	0.755	F
A0A1B0GTY4	GO:0005515	0.682	F
A0A1B0GU29	GO:0005515	0.909	F
A0A1B0GUA5	GO:0005515	0.784	F
A0A1B0GUA7	GO:0005515	0.781	F
A0A1B0GUV8	GO:0005515	0.575	F
A0A1B0GUW6	GO:0005515	0.904	F
A0A1B0GUW7	GO:0005515	0.628	F
A0A1B0GUW7	GO:0042030	0.406	F
A0A1B0GUY1	GO:0005515	0.692	F
A0A1B0GV85	GO:0005515	0.624	F
A0A1B0GV90	GO:0005515	0.655	F
A0A1B0GVD1	GO:0005515	0.547	F
A0A1B0GVH4	GO:0004252	0.402	F
A0A1B0GVH4	GO:0005515	0.602	F
A0A1B0GVN3	GO:0005515	0.766	F
A0A1B0GVS7	GO:0005515	0.932	F
A0A1B0GVT2	GO:0005515	0.898	F
A0A1B0GVV1	GO:0005515	0.928	F
A0A1B0GVX0	GO:0005515	0.751	F
A0A1B0GVY4	GO:0005515	0.708	F
A0A1B0GVZ9	GO:0005515	0.654	F
A0A1B0GW54	GO:0005515	0.777	F
A0A1B0GW64	GO:0005515	0.923	F
A0A1B0GWB2	GO:0005515	0.935	F
A0A1B0GWH4	GO:0005515	0.747	F
A0A1D8PCF5	GO:0005515	0.661	F
A0A1D8PCM7	GO:0000978	0.800	F
A0A1D8PCM7	GO:0000981	0.724	F
A0A1D8PCM7	GO:0001228	0.536	F
A0A1D8PCM7	GO:0043565	0.618	F
A0A1D8PCT5	GO:0000033	0.302	F
A0A1D8PCT5	GO:0005515	0.314	F
A0A1D8PCT7	GO:0000033	0.493	F
A0A1D8PDI4	GO:0000978	0.796	F
A0A1D8PDI4	GO:0000981	0.779	F
A0A1D8PDI4	GO:0001228	0.588	F
A0A1D8PDI4	GO:0003700	0.543	F
A0A1D8PDI4	GO:0043565	0.749	F
A0A1D8PEH1	GO:0000976	0.464	F
A0A1D8PEH1	GO:0003700	0.524	F
A0A1D8PEH1	GO:0043565	0.496	F
A0A1D8PES5	GO:0005515	0.341	F
A0A1D8PG41	GO:0000978	0.633	F
A0A1D8PG41	GO:0000981	0.558	F
A0A1D8PG41	GO:0001228	0.612	F
A0A1D8PG41	GO:0003700	0.446	F
A0A1D8PG41	GO:0005515	0.306	F
A0A1D8PG41	GO:0043565	0.657	F
A0A1D8PGF3	GO:0000978	0.471	F
A0A1D8PGF3	GO:0000981	0.357	F
A0A1D8PGF3	GO:0001228	0.457	F
A0A1D8PGF3	GO:0003700	0.438	F
A0A1D8PGF3	GO:0043565	0.634	F
A0A1D8PHW6	GO:0000978	0.830	F
A0A1D8PHW6	GO:0000981	0.813	F
A0A1D8PHW6	GO:0001228	0.712	F
A0A1D8PHW6	GO:0003700	0.475	F
A0A1D8PHW6	GO:0043565	0.734	F
A0A1D8PJ72	GO:0005515	0.390	F
A0A1D8PJ72	GO:0043565	0.587	F
A0A1D8PJ96	GO:0000978	0.568	F
A0A1D8PJ96	GO:0000981	0.307	F
A0A1D8PJ96	GO:0001228	0.626	F
A0A1D8PJ96	GO:0003700	0.463	F
A0A1D8PJ96	GO:0005515	0.369	F
A0A1D8PJ96	GO:0043565	0.678	F
A0A1D8PJJ7	GO:0000978	0.403	F
A0A1D8PJJ7	GO:0001228	0.441	F
A0A1D8PJJ7	GO:0005515	0.491	F
A0A1D8PJJ7	GO:0043565	0.631	F
A0A1D8PJX7	GO:0005515	0.420	F
A0A1D8PJX7	GO:0043565	0.565	F
A0A1D8PKB5	GO:0000978	0.369	F
A0A1D8PKB5	GO:0001228	0.306	F
A0A1D8PKB5	GO:0043565	0.632	F
A0A1D8PL89	GO:0000976	0.472	F
A0A1D8PL89	GO:0000978	0.316	F
A0A1D8PL89	GO:0000981	0.440	F
A0A1D8PL89	GO:0001216	0.431	F
A0A1D8PL89	GO:0001228	0.332	F
A0A1D8PL89	GO:0003700	0.672	F
A0A1D8PL89	GO:0043565	0.651	F
A0A1D8PLA4	GO:0000978	0.426	F
A0A1D8PLA4	GO:0001216	0.384	F
A0A1D8PLA4	GO:0001228	0.322	F
A0A1D8PLA4	GO:0003700	0.322	F
A0A1D8PLA4	GO:0043565	0.661	F
A0A1D8PLT8	GO:0005515	0.472	F
A0A1D8PM93	GO:0005515	0.790	F
A0A1D8PME2	GO:0000978	0.628	F
A0A1D8PME2	GO:0000981	0.443	F
A0A1D8PME2	GO:0001228	0.560	F
A0A1D8PME2	GO:0003700	0.338	F
A0A1D8PME2	GO:0005515	0.314	F
A0A1D8PME2	GO:0043565	0.740	F
A0A1D8PMQ3	GO:0000033	0.311	F
A0A1D8PN93	GO:0000978	0.542	F
A0A1D8PN93	GO:0000981	0.339	F
A0A1D8PN93	GO:0001228	0.534	F
A0A1D8PN93	GO:0003700	0.314	F
A0A1D8PN93	GO:0005515	0.451	F
A0A1D8PN93	GO:0043565	0.534	F
A0A1D8PNF7	GO:0000978	0.506	F
A0A1D8PNF7	GO:0000981	0.491	F
A0A1D8PNF7	GO:0043565	0.389	F
A0A1D8PNM8	GO:0000978	0.441	F
A0A1D8PNM8	GO:0000981	0.333	F
A0A1D8PNM8	GO:0001228	0.370	F
A0A1D8PNM8	GO:0043565	0.698	F
A0A1D8PNN1	GO:0005515	0.468	F
A0A1D8PPQ3	GO:0000978	0.456	F
A0A1D8PPQ3	GO:0000981	0.313	F
A0A1D8PPQ3	GO:0043565	0.463	F
A0A1D8PRL9	GO:0000978	0.796	F
A0A1D8PRL9	GO:0000981	0.879	F
A0A1D8PRL9	GO:0001228	0.545	F
A0A1D8PRL9	GO:0003700	0.500	F
A0A1D8PRL9	GO:0043565	0.667	F
A0A1D8PT64	GO:0000978	0.549	F
A0A1D8PT64	GO:0001228	0.356	F
A0A1D8PT64	GO:0005515	0.413	F
A0A1D8PT64	GO:0043565	0.546	F
A0A1D8PU45	GO:0000978	0.720	F
A0A1D8PU45	GO:0000981	0.602	F
A0A1D8PU45	GO:0001228	0.517	F
A0A1D8PU45	GO:0043565	0.715	F
A0A1D9PXD2	GO:0000978	0.406	F
A0A1D9PXD2	GO:0000981	0.402	F
A0A1D9PXD2	GO:0001228	0.364	F
A0A1D9PXD2	GO:0003700	0.620	F
A0A1D9PXD2	GO:0005515	0.655	F
A0A1D9PXD2	GO:0043565	0.546	F
A0A1D9PYE1	GO:0000978	0.525	F
A0A1D9PYE1	GO:0000981	0.469	F
A0A1D9PYE1	GO:0001228	0.445	F
A0A1D9PYE1	GO:0003700	0.592	F
A0A1D9PYE1	GO:0005515	0.710	F
A0A1D9PYE1	GO:0043565	0.380	F
A0A1D9QGL5	GO:0000978	0.444	F
A0A1D9QGL5	GO:0000981	0.349	F
A0A1D9QGL5	GO:0001228	0.383	F
A0A1D9QGL5	GO:0003700	0.662	F
A0A1D9QGL5	GO:0005515	0.607	F
A0A1D9QGL5	GO:0043565	0.476	F
A0A1E3M8P2	GO:0010181	0.615	F
A0A1F5L592	GO:0016218	0.457	F
A0A1I1NU16	GO:0005515	0.451	F
A0A1I1NU27	GO:0005515	0.659	F
A0A1I1P074	GO:0005515	0.340	F
A0A1I1P2K9	GO:0005515	0.783	F
A0A1I9QLC5	GO:0005199	0.532	F
A0A1I9QLC6	GO:0032934	0.421	F
A0A1I9QLC7	GO:0032934	0.436	F
A0A1I9QLC8	GO:0005199	0.304	F
A0A1I9QLC8	GO:0032934	0.316	F
A0A1I9QLC9	GO:0005199	0.612	F
A0A1I9QLD0	GO:0005199	0.443	F
A0A1I9QLD1	GO:0005199	0.444	F
A0A1I9QLD1	GO:0032934	0.349	F
A0A1L9X986	GO:0003677	0.364	F
A0A1L9X986	GO:0003690	0.379	F
A0A1L9X986	GO:0005515	0.442	F
A0A1L9X986	GO:0052720	0.430	F
A0A1L9X9G5	GO:0008445	0.911	F
A0A1Q5Q699	GO:0016218	0.338	F
A0A1S4FD88	GO:0005515	0.496	F
A0A1V6KBG7	GO:0005515	0.424	F
A0A1W2PPK0	GO:0003700	0.322	F
A0A1W2PPK0	GO:0005515	0.656	F
A0A1W2PPK0	GO:0043565	0.413	F
A0A1W2PPK0	GO:1990837	0.314	F
A0A1W2PPM1	GO:0001228	0.400	F
A0A1W2PPM1	GO:0003700	0.346	F
A0A1W2PPM1	GO:0005515	0.687	F
A0A1W2PPM1	GO:0043565	0.383	F
A0A1W2PPM1	GO:1990837	0.374	F
A0A1W2PQU2	GO:0005515	0.614	F
A0A1W2PRN1	GO:0005515	0.966	F
A0A219TTW8	GO:0005199	0.304	F
A0A261GRE4	GO:0004503	0.756	F
A0A286YEV6	GO:0005515	0.935	F
A0A286YEX9	GO:0005515	0.926	F
A0A286YEY9	GO:0005515	0.930	F
A0A286YF01	GO:0005515	0.915	F
A0A286YF18	GO:0005515	0.914	F
A0A286YF46	GO:0005515	0.906	F
A0A286YF58	GO:0005515	0.799	F
A0A286YF60	GO:0005515	0.931	F
A0A286YF77	GO:0005515	0.895	F
A0A286YFB4	GO:0005515	0.912	F
A0A286YFG1	GO:0005515	0.906	F
A0A286YFK9	GO:0005515	0.669	F
A0A2H4SI69	GO:0005199	0.700	F
A0A2R8Y4M4	GO:0005515	0.888	F
A0A2R8Y4Y8	GO:0005515	0.594	F
A0A2R8Y747	GO:0005515	0.948	F
A0A2R8Y7Y5	GO:0005515	0.856	F
A0A2R8YCJ5	GO:0005515	0.814	F
A0A2R8YFM6	GO:0005515	0.669	F
A0A2T1AE85	GO:0000287	0.507	F
A0A2T1AE85	GO:0042802	0.370	F
A0A2T1AE85	GO:0042803	0.324	F
A0A2T1AE85	GO:0097216	0.310	F
A0A2T3YYV2	GO:0008061	0.522	F
A0A2T3Z3L3	GO:0005199	0.300	F
A0A2T3ZAF2	GO:0032934	0.327	F
A0A2T3ZCF4	GO:0032934	0.655	F
A0A2T3ZJ73	GO:0030248	0.609	F
A0A2T3ZJV9	GO:0032934	0.326	F
A0A2T3ZKC8	GO:0032934	0.332	F
A0A2Z4LIS9	GO:0005515	0.763	F
A0A2Z5U3C2	GO:0004497	0.867	F
A0A2Z5U3C2	GO:0016218	0.656	F
A0A384JA57	GO:0005199	0.513	F
A0A384L0Y7	GO:0005515	0.663	F
A0A385XIL0	GO:0005515	0.695	F
A0A3A4NVY7	GO:0005515	0.422	F
A0A3P8MJV5	GO:0005515	0.329	F
A0A3P8MJV5	GO:0090729	0.351	F
A0A411D538	GO:0005515	0.486	F
A0A423VH03	GO:0000978	0.405	F
A0A423VH03	GO:0000981	0.485	F
A0A423VH03	GO:0003700	0.513	F
A0A423VH03	GO:0005515	0.364	F
A0A423VH03	GO:0043565	0.432	F
A0A423VWI2	GO:0004568	0.303	F
A0A423VWI2	GO:0008061	0.581	F
A0A423W697	GO:0005515	0.808	F
A0A429XDI3	GO:0005515	0.435	F
A0A429XDI3	GO:0030145	0.433	F
A0A455LJ99	GO:0000978	0.330	F
A0A455LJ99	GO:0000981	0.467	F
A0A455LJ99	GO:0003700	0.500	F
A0A455LJ99	GO:0005515	0.370	F
A0A455LJ99	GO:0043565	0.374	F
A0A455ZM03	GO:0004497	0.424	F
A0A455ZM03	GO:0016218	0.654	F
A0A455ZMR3	GO:0016706	0.460	F
A0A482PJF5	GO:0004842	0.709	F
A0A482PJF5	GO:0005515	0.764	F
A0A482PJF5	GO:0061630	0.455	F
A0A482PJY4	GO:0004842	0.485	F
A0A482PJY4	GO:0005515	0.805	F
A0A482PJY4	GO:0061630	0.379	F
A0A482PUS2	GO:0004842	0.488	F
A0A482PUS2	GO:0005515	0.769	F
A0A482PUS2	GO:0061630	0.413	F
A0A494BZU4	GO:0005515	0.691	F
A0A509AKT6	GO:0005515	0.426	F
A0A559KX76	GO:0160011	0.396	F
A0A559KX76	GO:0160012	0.389	F
A0A5F9ZH02	GO:0005515	0.620	F
A0A5F9ZHS7	GO:0000978	0.456	F
A0A5F9ZHS7	GO:0001227	0.347	F
A0A5F9ZHS7	GO:0001228	0.479	F
A0A5F9ZHS7	GO:0005515	0.733	F
A0A5F9ZHS7	GO:1990837	0.451	F
A0A6A6H2E0	GO:0005515	0.629	F
A0A6A6H402	GO:0008444	0.564	F
A0A6B9HEI0	GO:0015643	0.343	F
A0A6E8W6Y5	GO:0005515	0.413	F
A0A6I8PU40	GO:0005515	0.827	F
A0A6M3YMB5	GO:0005515	0.748	F
A0A6V8GY66	GO:0016757	0.404	F
A0A6V8GY66	GO:0051377	0.717	F
A0A6V8R0V1	GO:0005199	0.762	F
A0A7I2V3R4	GO:0004842	0.350	F
A0A7I2V3R4	GO:0005515	0.846	F
A0A7J6JXE5	GO:0005515	0.672	F
A0A7J6K0L7	GO:0005515	0.511	F
A0A7J6K144	GO:0005515	0.684	F
A0A7J6K463	GO:0005515	0.710	F
A0A7J6K5A8	GO:0005515	0.862	F
A0A7J6K805	GO:0005515	0.792	F
A0A7J6KC99	GO:0005515	0.365	F
A0A7J6KDB0	GO:0008061	0.359	F
A0A7J6KDB0	GO:0035663	0.346	F
A0A7J6KF92	GO:0005515	0.848	F
A0A7L5EB83	GO:0008889	0.362	F
A0A7R7ZUZ1	GO:0051377	0.870	F
A0A7S7NT01	GO:0005515	0.348	F
A0A7T8F1L1	GO:0005515	0.437	F
A0A7T8F1L3	GO:0008757	0.361	F
A0A7T8F1L4	GO:0016874	0.523	F
A0A7T8F1L4	GO:0016878	0.562	F
A0A7U2I117	GO:0000981	0.320	F
A0A7U2I117	GO:0003700	0.654	F
A0A7U2I117	GO:0005515	0.332	F
A0A7U2I117	GO:0043565	0.572	F
A0A7U2QXW1	GO:0000978	0.541	F
A0A7U2QXW1	GO:0000981	0.503	F
A0A7U2QXW1	GO:0001228	0.436	F
A0A7U2QXW1	GO:0003700	0.666	F
A0A7U2QXW1	GO:0005515	0.373	F
A0A7U2QXW1	GO:0043565	0.450	F
A0A7V4WV16	GO:0005515	0.388	F
A0A8B0M728	GO:1904091	0.908	F
A0A8B0M9T7	GO:0004735	0.645	F
A0A8B0M9T7	GO:0005515	0.430	F
A0A8V8TLY5	GO:0005515	0.792	F
A0A9P4XV22	GO:0000978	0.398	F
A0A9P4XV22	GO:0000981	0.547	F
A0A9P4XV22	GO:0003700	0.466	F
A0A9P4XV22	GO:0043565	0.344	F
A0A9P4XWM4	GO:0003729	0.608	F
A0A9P4XWM4	GO:0005515	0.502	F
A0A9P4XWM4	GO:1990247	0.328	F
A0A9P5BNK0	GO:0005515	0.513	F
A0A9P5BNK0	GO:0008289	0.338	F
A0A9P5CTI1	GO:0003993	0.960	F
A0A9W3HR36	GO:0005515	0.841	F
A0A9W3HR39	GO:0003735	0.478	F
A0A9W3HR39	GO:0005515	0.464	F
A0A9W3HR52	GO:0005515	0.888	F
A0A9W3HR60	GO:0005515	0.788	F
A0A9W3N256	GO:0005515	0.580	F
A0AAD6ISS3	GO:0005515	0.352	F
A0AAD6NH75	GO:0005484	0.576	F
A0AAD6NH75	GO:0005515	0.748	F
A0AAD6NIB7	GO:0004568	0.682	F
A0AAD6NIB7	GO:0008061	0.413	F
A0AAE9G628	GO:0005515	0.815	F
A0AAE9G628	GO:0042802	0.311	F
A0AAG2TCD0	GO:0005515	0.823	F
A0AAG2TU59	GO:0005515	0.889	F
A0AAG2TUQ4	GO:0005515	0.926	F
A0AAG2TWJ7	GO:0005515	0.906	F
A0AAG2UXJ6	GO:0005515	0.935	F
A0AAI7ZGA5	GO:0005515	0.591	F
A0AAI7ZGA5	GO:0042802	0.414	F
A0AAI7ZGC7	GO:0005515	0.532	F
A0AAI7ZGC9	GO:0003678	0.307	F
A0AAI7ZGC9	GO:0005515	0.582	F
A0AAN2H888	GO:0005515	0.738	F
A0AAN4PB13	GO:1904091	0.957	F
A0AAQ5BHU3	GO:0003964	0.690	F
A0AAQ5BHU3	GO:0005515	0.575	F
A0AAQ5BIG5	GO:0003723	0.364	F
A0AAQ5BIG5	GO:0004521	0.390	F
A0AAQ5BIG5	GO:0005515	0.792	F
A0AAU7VAE8	GO:0005515	0.734	F
A0AB32TH67	GO:0005125	0.891	F
A0AB32TH67	GO:0005126	0.644	F
A0AB32TH67	GO:0005515	0.395	F
A0AB73RZI6	GO:0000976	0.445	F
A0AB73RZI6	GO:0000978	0.649	F
A0AB73RZI6	GO:0000981	0.610	F
A0AB73RZI6	GO:0001228	0.468	F
A0AB73RZI6	GO:0003700	0.748	F
A0AB73RZI6	GO:0043565	0.708	F
A0PJX8	GO:0005515	0.888	F
A0QUE0	GO:0000287	0.436	F
A0QUE0	GO:0005515	0.746	F
A0QV03	GO:0003735	0.847	F
A0R0H1	GO:0005515	0.411	F
A0R0H1	GO:0008658	0.942	F
A0R0H1	GO:0009002	0.397	F
A0R2N2	GO:0000976	0.338	F
A0R2N2	GO:0003677	0.569	F
A0R2N2	GO:0003700	0.451	F
A0R2N2	GO:0005515	0.407	F
A0R2N2	GO:0043565	0.345	F
A0R530	GO:0000287	0.374	F
A0R5I3	GO:0005515	0.479	F
A0R5I3	GO:0008658	0.933	F
A0R5I3	GO:0009002	0.313	F
A0ZSE6	GO:0005515	0.650	F
A1CVQ3	GO:0016218	0.317	F
A1DBL3	GO:0008061	0.392	F
A1DBL3	GO:0090729	0.464	F
A1Z8F4	GO:0005515	0.460	F
A1Z8F4	GO:0043565	0.312	F
A2AJT9	GO:0003723	0.692	F
A2AJT9	GO:0005515	0.887	F
A2CJ06	GO:0005515	0.858	F
A2E926	GO:0005515	0.610	F
A2IA78	GO:0090729	0.319	F
A2IAB1	GO:0000772	0.648	F
A2IAB1	GO:0090729	0.784	F
A2IAB2	GO:0000772	0.424	F
A2IAB2	GO:0090729	0.755	F
A2IAD0	GO:0019870	0.393	F
A2IAD0	GO:0090729	0.642	F
A2IAD2	GO:0019870	0.425	F
A2IAD2	GO:0090729	0.578	F
A2QQU8	GO:0003700	0.435	F
A2QQU8	GO:0005515	0.312	F
A2QQU8	GO:0043565	0.316	F
A4D1E1	GO:0005515	0.845	F
A4D1F6	GO:0005515	0.917	F
A4D1S0	GO:0005515	0.873	F
A4D1U4	GO:0005515	0.902	F
A4D2B8	GO:0005515	0.769	F
A4D9K7	GO:0000978	0.756	F
A4D9K7	GO:0000981	0.645	F
A4D9K7	GO:0001228	0.703	F
A4D9K7	GO:0003700	0.690	F
A4D9K7	GO:0005515	0.387	F
A4D9K7	GO:0043565	0.623	F
A4D9K7	GO:1990837	0.358	F
A4FU49	GO:0005515	0.925	F
A4FU69	GO:0005515	0.883	F
A4LAR6	GO:0005199	0.427	F
