protein_id	go_term	score	aspect
Q15846	GO:0070328	0.316	P
Q17NR4	GO:0044179	0.708	P
Q17NR4	GO:0050829	0.861	P
Q17NR4	GO:0050830	0.873	P
Q17NR4	GO:0050832	0.416	P
Q1PA41	GO:0075109	0.488	P
Q1XH10	GO:0000122	0.386	P
Q22HI5	GO:0030587	0.505	P
Q22HI5	GO:0031589	0.527	P
Q22HI5	GO:0098609	0.424	P
Q23421	GO:0007020	0.652	P
Q23421	GO:0051415	0.475	P
Q23421	GO:0090221	0.742	P
Q2RW95	GO:0052837	0.375	P
Q2RW95	GO:1901848	0.348	P
Q30KQ7	GO:0050829	0.458	P
Q30KQ7	GO:0050830	0.374	P
Q30KQ7	GO:0061844	0.324	P
Q30KQ9	GO:0050829	0.318	P
Q381V1	GO:0090221	0.347	P
Q381X9	GO:0008033	0.444	P
Q38CB5	GO:0006432	0.683	P
Q38CB5	GO:0008033	0.763	P
Q38CB5	GO:0031119	0.317	P
Q3HS87	GO:0001907	0.367	P
Q3HS87	GO:0042243	0.695	P
Q4G0A6	GO:0036092	0.415	P
Q4G0N0	GO:0009958	0.417	P
Q4QY38	GO:0050829	0.327	P
Q4QY38	GO:0050830	0.312	P
Q4WE63	GO:0048315	0.338	P
Q4WEK0	GO:0140403	0.406	P
Q4WF00	GO:0030245	0.555	P
Q4WK40	GO:1900378	0.489	P
Q4X055	GO:0042243	0.390	P
Q52M58	GO:0048266	0.303	P
Q53AM4	GO:0007611	0.353	P
Q53AM4	GO:0045026	0.365	P
Q54RB8	GO:0030587	0.554	P
Q54WU1	GO:0030587	0.585	P
Q55C03	GO:0006909	0.315	P
Q55C03	GO:0006971	0.314	P
Q55C03	GO:0030435	0.336	P
Q55C03	GO:0030587	0.662	P
Q55C03	GO:0031149	0.321	P
Q57XN4	GO:0006414	0.313	P
Q57ZI5	GO:0035720	0.527	P
Q57ZI5	GO:0035735	0.812	P
Q582T2	GO:0008033	0.774	P
Q59TS6	GO:0000122	0.333	P
Q5A3L9	GO:0006357	0.430	P
Q5A3L9	GO:0030447	0.583	P
Q5A3L9	GO:0036180	0.401	P
Q5A3L9	GO:0045944	0.612	P
Q5A3L9	GO:1900445	0.661	P
Q5AHE5	GO:0030447	0.425	P
Q5AHE5	GO:0035268	0.537	P
Q5ANG4	GO:0006357	0.394	P
Q5ANG4	GO:0045944	0.429	P
Q5ANI0	GO:0030447	0.531	P
Q5ANI0	GO:1900445	0.583	P
Q5ASR7	GO:0030447	0.395	P
Q5AVZ1	GO:0042243	0.592	P
Q5AY40	GO:1900378	0.771	P
Q5AY42	GO:1900378	0.605	P
Q5AZ79	GO:0042243	0.863	P
Q5CT41	GO:0030435	0.323	P
Q5EBM4	GO:0000122	0.314	P
Q5GAN3	GO:0019731	0.470	P
Q5GAN3	GO:0050829	0.368	P
Q5GAN3	GO:0050830	0.361	P
Q5GAN3	GO:0061844	0.323	P
Q5HYC2	GO:0000122	0.357	P
Q5HYC2	GO:0006338	0.332	P
Q5K131	GO:0006312	0.487	P
Q5K131	GO:0030437	0.606	P
Q5QFB9	GO:0030437	0.432	P
Q5QJ38	GO:0043558	0.380	P
Q5QJ38	GO:1903898	0.329	P
Q5SC49	GO:0010623	0.384	P
Q5SC51	GO:0000768	0.965	P
Q5SC51	GO:0006949	0.405	P
Q5SC53	GO:0000768	0.323	P
Q5SC54	GO:0030437	0.307	P
Q5SVQ8	GO:0000122	0.354	P
Q5T742	GO:0030437	0.389	P
Q5T750	GO:0007288	0.513	P
Q5TAH2	GO:0030317	0.472	P
Q5TAH2	GO:0048240	0.425	P
Q5VWI1	GO:0048025	0.322	P
Q5VZ19	GO:0034587	0.612	P
Q5VZ19	GO:0140089	0.314	P
Q5VZ19	GO:0141196	0.664	P
Q6FKR3	GO:0045944	0.393	P
Q6LXX7	GO:0043419	0.336	P
Q6NXN4	GO:0015012	0.324	P
Q6WQI6	GO:0030437	0.419	P
Q6YF29	GO:0042243	0.352	P
Q6ZQQ2	GO:0051127	0.625	P
Q6ZQQ2	GO:0120316	0.326	P
Q6ZQQ2	GO:0140089	0.457	P
Q6ZRI8	GO:0051056	0.377	P
Q6ZRR5	GO:0030148	0.320	P
Q6ZRR5	GO:0042761	0.319	P
Q6ZRU5	GO:0007338	0.568	P
Q6ZTZ1	GO:0045944	0.335	P
Q6ZU67	GO:0045944	0.413	P
Q6ZUB0	GO:0030317	0.304	P
Q6ZUB0	GO:0051127	0.714	P
Q6ZUB0	GO:0120316	0.301	P
Q6ZUB0	GO:0140089	0.621	P
Q75T84	GO:0001907	0.526	P
Q75T84	GO:0042243	0.736	P
Q7DDD9	GO:0045892	0.447	P
Q7K003	GO:0006338	0.380	P
Q7K003	GO:0045815	0.334	P
Q7RTY7	GO:0006508	0.346	P
Q7S3P5	GO:0001907	0.367	P
Q7Z2Y8	GO:0016045	0.384	P
Q7Z2Y8	GO:0070269	0.751	P
Q7Z3B0	GO:0033617	0.335	P
Q7Z572	GO:0007283	0.304	P
Q7Z572	GO:0030317	0.323	P
Q7Z572	GO:0120316	0.325	P
Q7Z5J8	GO:0030317	0.462	P
Q7Z9L4	GO:0031505	0.534	P
Q7Z9L4	GO:0140403	0.522	P
Q7Z9L5	GO:0042243	0.500	P
Q83YH3	GO:0052167	0.351	P
Q86SG4	GO:0007283	0.333	P
Q86SH4	GO:0006312	0.414	P
Q86SH4	GO:0030437	0.309	P
Q86W34	GO:0046938	0.436	P
Q86WZ0	GO:0007283	0.401	P
Q8CWM9	GO:0000725	0.316	P
Q8I299	GO:0044409	0.326	P
Q8I397	GO:0010998	0.564	P
Q8ILY1	GO:0010998	0.486	P
Q8N326	GO:0030437	0.341	P
Q8N5S3	GO:0030317	0.466	P
Q8N5S3	GO:0035082	0.310	P
Q8N6G2	GO:0030317	0.681	P
Q8N6Q8	GO:0006400	0.677	P
Q8N6Q8	GO:0030488	0.379	P
Q8N8C0	GO:0007288	0.353	P
Q8N8C0	GO:0045892	0.348	P
Q8N9X5	GO:0006312	0.467	P
Q8N9X5	GO:0030437	0.346	P
Q8NAB2	GO:0006511	0.333	P
Q8NCQ3	GO:0030437	0.414	P
Q8NE00	GO:0015804	0.372	P
Q8NEQ5	GO:0030889	0.434	P
Q8NFQ6	GO:0002281	0.446	P
Q8NFQ6	GO:0030301	0.529	P
Q8NFQ6	GO:0034197	0.788	P
Q8NFQ6	GO:0034372	0.537	P
Q8NFQ6	GO:0034375	0.736	P
Q8NFQ6	GO:0042632	0.310	P
Q8NH95	GO:0007606	0.421	P
Q8NH95	GO:0007608	0.427	P
Q8QV65	GO:0000768	0.957	P
Q8QV65	GO:0006949	0.378	P
Q8RI81	GO:0006145	0.383	P
Q8RI81	GO:0009231	0.387	P
Q8RI81	GO:0019243	0.358	P
Q8SYK4	GO:0001675	0.404	P
Q8WU76	GO:0097352	0.383	P
Q8WUH6	GO:0007007	0.365	P
Q8WUH6	GO:0019915	0.430	P
Q8WZ33	GO:0030317	0.608	P
Q8X1N0	GO:0042243	0.575	P
Q8X1T7	GO:0001907	0.457	P
Q8X1T7	GO:0042243	0.801	P
Q8X1T8	GO:0001907	0.464	P
Q8X1T8	GO:0042243	0.623	P
Q8X1T9	GO:0001907	0.412	P
Q8X1T9	GO:0042243	0.780	P
Q8XAN6	GO:0006511	0.514	P
Q8XAN6	GO:0016567	0.322	P
Q902F9	GO:0000768	0.993	P
Q96DX4	GO:0016567	0.417	P
Q96E66	GO:0007288	0.325	P
Q96E66	GO:0030317	0.389	P
Q96MU5	GO:0007356	0.305	P
Q96MU5	GO:0021650	0.422	P
Q96MU5	GO:0030432	0.325	P
Q96MU5	GO:0035112	0.444	P
Q96MU5	GO:0048634	0.589	P
Q96MU5	GO:0071626	0.506	P
Q96MU5	GO:0098583	0.582	P
Q96MU5	GO:1901078	0.517	P
Q96MU5	GO:1905747	0.545	P
Q97ZH4	GO:0002181	0.531	P
Q98500	GO:0006370	0.959	P
Q98500	GO:0008033	0.656	P
Q9BXY5	GO:0007288	0.331	P
Q9BXY5	GO:0030317	0.333	P
Q9BXY5	GO:0035082	0.342	P
Q9BXY5	GO:0060271	0.471	P
Q9BZC5	GO:0007606	0.417	P
Q9C0G0	GO:0000122	0.308	P
Q9DQA5	GO:0010623	0.378	P
Q9F7D7	GO:0010447	0.307	P
Q9GTP5	GO:0000296	0.479	P
Q9H330	GO:0008203	0.330	P
Q9H354	GO:0030437	0.608	P
Q9H9K5	GO:0000768	0.979	P
Q9HD87	GO:0030437	0.430	P
Q9HDD5	GO:0001907	0.425	P
Q9HDD5	GO:0042243	0.754	P
Q9KU93	GO:0015628	0.349	P
Q9KU93	GO:0036460	0.551	P
Q9L391	GO:0019290	0.313	P
Q9NPU4	GO:0043269	0.606	P
Q9NSQ0	GO:0000398	0.358	P
Q9NX77	GO:0000768	0.989	P
Q9P2S6	GO:0030317	0.354	P
Q9P8S9	GO:0001907	0.402	P
Q9P8S9	GO:0042243	0.601	P
Q9P8T0	GO:0001907	0.344	P
Q9P8T0	GO:0042243	0.672	P
Q9UJQ7	GO:0006749	0.379	P
Q9VAM5	GO:0009047	0.421	P
Q9VIA5	GO:0050907	0.539	P
Q9VIA5	GO:0050916	0.493	P
Q9VQG9	GO:0007313	0.609	P
Q9VQG9	GO:0007378	0.880	P
Q9VQG9	GO:0007474	0.332	P
Q9VQG9	GO:0007476	0.304	P
Q9VQG9	GO:0008586	0.581	P
Q9VQG9	GO:0035215	0.389	P
Q9VQG9	GO:0035222	0.454	P
Q9VQG9	GO:0045464	0.504	P
Q9VQG9	GO:0048636	0.435	P
Q9VQG9	GO:0060391	0.547	P
Q9VQG9	GO:2000736	0.656	P
Q9W365	GO:0050907	0.484	P
Q9WAF5	GO:0000768	0.941	P
Q9WAF5	GO:0006949	0.420	P
Q9Y7G9	GO:0001907	0.328	P
Q9Y7G9	GO:0042243	0.755	P
Q9Y7H0	GO:0042243	0.731	P
Q9Y8F0	GO:0001907	0.398	P
Q9Y8F0	GO:0042243	0.724	P
R9UC00	GO:0050830	0.408	P
R9UC04	GO:0050830	0.398	P
R9UC06	GO:0050830	0.501	P
R9UCX1	GO:0050830	0.586	P
R9UE59	GO:0050829	0.328	P
R9UE59	GO:0050830	0.626	P
R9UE63	GO:0050830	0.332	P
R9UE65	GO:0050830	0.498	P
R9UE68	GO:0050830	0.423	P
R9UFE0	GO:0050830	0.366	P
R9UFE4	GO:0050830	0.512	P
R9UFJ8	GO:0050829	0.327	P
R9UFJ8	GO:0050830	0.576	P
S8ESV1	GO:0044571	0.300	P
S8EV69	GO:0000070	0.475	P
S8EV69	GO:0007059	0.314	P
S8EV69	GO:0008608	0.471	P
S8EV69	GO:0032053	0.410	P
S8EV69	GO:0035735	0.399	P
S8EV69	GO:0051225	0.328	P
S8EV69	GO:0051315	0.341	P
S8EV69	GO:0051383	0.536	P
S8EV69	GO:0090221	0.327	P
S8F0G9	GO:0031123	0.470	P
S8F0G9	GO:0032210	0.343	P
S8F0G9	GO:0043634	0.421	P
S8F0G9	GO:0071027	0.423	P
S8GH32	GO:0080156	0.445	P
T2BMW7	GO:0070787	0.713	P
T2BMW7	GO:1900376	0.394	P
T2BMW7	GO:1900691	0.432	P
W1QDU5	GO:1900063	0.476	P
W6JLV4	GO:0044550	0.410	P
W6JLV4	GO:0140873	0.478	P
W6JLV4	GO:1900809	0.631	P
W6JLV4	GO:1902181	0.575	P
W7N6P5	GO:1900378	0.920	P
A0A075B6H5	GO:0005515	0.646	F
A0A075B6N2	GO:0005515	0.617	F
A0A087WT03	GO:0005515	0.535	F
A0A087WTH1	GO:0005515	0.890	F
A0A087WV53	GO:0005515	0.701	F
A0A087WWA1	GO:0005515	0.830	F
A0A096LP49	GO:0005515	0.874	F
A0A0A0MS02	GO:0005515	0.592	F
A0A0A0MT76	GO:0005515	0.795	F
A0A0A2J9B3	GO:0000978	0.436	F
A0A0A2J9B3	GO:0000981	0.502	F
A0A0A2J9B3	GO:0001228	0.350	F
A0A0A2J9B3	GO:0003700	0.493	F
A0A0A2J9B3	GO:0005515	0.492	F
A0A0A2J9B3	GO:0043565	0.447	F
A0A0A2JK41	GO:0090729	0.302	F
A0A0A2K253	GO:0004867	0.526	F
A0A0A2K253	GO:0008061	0.680	F
A0A0A2K253	GO:0019871	0.447	F
A0A0A2K253	GO:0090729	0.822	F
A0A0A8X0K1	GO:0008940	0.353	F
A0A0A8X0K1	GO:0030151	0.338	F
A0A0A8X0K1	GO:0051536	0.301	F
A0A0A8X338	GO:0009055	0.709	F
A0A0B4J1U4	GO:0005515	0.638	F
A0A0B4K7K9	GO:0005515	0.834	F
A0A0C4DH27	GO:0005515	0.569	F
A0A0D1C4X3	GO:0005515	0.373	F
A0A0D1C5X6	GO:0004867	0.326	F
A0A0D1CKI0	GO:0005199	0.634	F
A0A0D1DPX0	GO:0005199	0.858	F
A0A0D9SF12	GO:0005515	0.897	F
A0A0E1RWL5	GO:0016218	0.462	F
A0A0E1RWL5	GO:0016405	0.496	F
A0A0E1RWL5	GO:0031956	0.404	F
A0A0E1RXK8	GO:0004497	0.942	F
A0A0E1RXK8	GO:0004499	0.622	F
A0A0E1RXK8	GO:0016218	0.631	F
A0A0E1RXK8	GO:0016491	0.466	F
A0A0E3D8N3	GO:0004497	0.549	F
A0A0E3D8N3	GO:0016218	0.950	F
A0A0E3D8N3	GO:0016491	0.457	F
A0A0F6B5X3	GO:0000976	0.468	F
A0A0F6B5X3	GO:0003677	0.370	F
A0A0F6B5X3	GO:0005515	0.719	F
A0A0F6B5X3	GO:0042802	0.301	F
A0A0F6B5X3	GO:0097351	0.776	F
A0A0F6B5X4	GO:0005515	0.571	F
A0A0F6B5X4	GO:0008080	0.389	F
A0A0F6B5X4	GO:0008999	0.423	F
A0A0F6B5X4	GO:0061733	0.527	F
A0A0F6B5X4	GO:1990189	0.365	F
A0A0F6B8D8	GO:0004521	0.355	F
A0A0F6B8D8	GO:0005515	0.680	F
A0A0F6B8D8	GO:0008080	0.496	F
A0A0F6B8D8	GO:0008821	0.363	F
A0A0F6B8D8	GO:0008999	0.509	F
A0A0F6B8D8	GO:0016407	0.648	F
A0A0F6B8D8	GO:0061733	0.815	F
A0A0F6B8D8	GO:1990189	0.364	F
A0A0F6B8D9	GO:0000976	0.579	F
A0A0F6B8D9	GO:0001217	0.419	F
A0A0F6B8D9	GO:0003677	0.333	F
A0A0F6B8D9	GO:0005515	0.659	F
A0A0F6B8D9	GO:0015643	0.334	F
A0A0F6B8D9	GO:0097351	0.782	F
A0A0F6BAH8	GO:0000976	0.621	F
A0A0F6BAH8	GO:0001217	0.446	F
A0A0F6BAH8	GO:0003677	0.473	F
A0A0F6BAH8	GO:0005515	0.617	F
A0A0F6BAH8	GO:0097351	0.585	F
A0A0F6BAH9	GO:0003681	0.541	F
A0A0F6BAH9	GO:0005515	0.625	F
A0A0F6BAH9	GO:0008080	0.654	F
A0A0F6BAH9	GO:0008999	0.357	F
A0A0F6BAH9	GO:0016407	0.727	F
A0A0F6BAH9	GO:0061733	0.841	F
A0A0F7TZ11	GO:0004497	0.751	F
A0A0F7TZ11	GO:0016218	0.963	F
A0A0F7TZ11	GO:0016491	0.572	F
A0A0F9X418	GO:0009975	0.516	F
A0A0F9X418	GO:0016218	0.747	F
A0A0F9X418	GO:0016853	0.343	F
A0A0G2JMH3	GO:0005515	0.942	F
A0A0H3HYU6	GO:0003700	0.363	F
A0A0H3HYU6	GO:0005515	0.304	F
A0A0H3KA40	GO:0005515	0.781	F
A0A0H3LMJ1	GO:0005515	0.402	F
A0A0H3LMJ1	GO:0052621	0.502	F
A0A0H3LMJ1	GO:0071111	0.463	F
A0A0H3LVU7	GO:0052621	0.830	F
A0A0H3LVU7	GO:0071111	0.383	F
A0A0J9U5N0	GO:0000978	0.539	F
A0A0J9U5N0	GO:0000981	0.358	F
A0A0J9U5N0	GO:0001228	0.470	F
A0A0J9U5N0	GO:0003700	0.392	F
A0A0J9U5N0	GO:0005515	0.349	F
A0A0J9U5N0	GO:0043565	0.313	F
A0A0J9UHQ6	GO:0005199	0.924	F
A0A0J9VT58	GO:0000978	0.309	F
A0A0J9VT58	GO:0003700	0.396	F
A0A0J9VT58	GO:0005515	0.313	F
A0A0J9VYS2	GO:0003700	0.383	F
A0A0J9W3S9	GO:0000978	0.304	F
A0A0J9W3S9	GO:0003700	0.360	F
A0A0J9W3S9	GO:0005515	0.300	F
A0A0J9W9G2	GO:0000978	0.370	F
A0A0J9W9G2	GO:0000981	0.307	F
A0A0J9W9G2	GO:0003700	0.417	F
A0A0J9W9G2	GO:0005515	0.311	F
A0A0J9WAS0	GO:0000978	0.356	F
A0A0J9WAS0	GO:0003700	0.412	F
A0A0J9WAS0	GO:0005515	0.309	F
A0A0J9WG94	GO:0005515	0.482	F
A0A0J9WP80	GO:0003700	0.366	F
A0A0J9WP80	GO:0005515	0.322	F
A0A0J9WVC0	GO:0000978	0.380	F
A0A0J9WVC0	GO:0003700	0.369	F
A0A0J9YWL9	GO:0003723	0.440	F
A0A0J9YWL9	GO:0005515	0.716	F
A0A0J9YY54	GO:0005515	0.729	F
A0A0K3AWP8	GO:0005515	0.427	F
A0A0K3AWP8	GO:1904121	0.383	F
A0A0L1JEZ9	GO:0004497	0.872	F
A0A0L1JEZ9	GO:0004499	0.488	F
A0A0L1JEZ9	GO:0016218	0.600	F
A0A0L1JEZ9	GO:0016491	0.416	F
A0A0L1JF88	GO:0000234	0.626	F
A0A0L1JF88	GO:0008168	0.790	F
A0A0L1JF88	GO:0008170	0.605	F
A0A0L1JF88	GO:0008171	0.619	F
A0A0L1JF88	GO:0008757	0.532	F
A0A0L1JF88	GO:0009975	0.430	F
A0A0L1JF88	GO:0016218	0.331	F
A0A0M4JNZ0	GO:0004984	0.310	F
A0A0M4JNZ0	GO:0005549	0.363	F
A0A0M4JNZ0	GO:0099094	0.424	F
A0A0M4JNZ0	GO:0170020	0.882	F
A0A0M8N4S6	GO:0009975	0.491	F
A0A0M8N4S6	GO:0016218	0.589	F
A0A0M8N4S6	GO:0016853	0.381	F
A0A0M8N8C7	GO:0004497	0.788	F
A0A0M8N8C7	GO:0016218	0.887	F
A0A0M8N8C7	GO:0016491	0.573	F
A0A0M8N9Q3	GO:0005515	0.734	F
A0A0M9VX84	GO:0016218	0.421	F
A0A0N7KBN8	GO:0019871	0.603	F
A0A0N7KBN8	GO:0090729	0.917	F
A0A0N9LWM6	GO:0005184	0.340	F
A0A0N9LWM6	GO:0071855	0.697	F
A0A0P0UTJ1	GO:0004867	0.533	F
A0A0P0UTJ1	GO:0008147	0.511	F
A0A0P0UTJ1	GO:0090729	0.637	F
A0A0P0UTQ7	GO:0000772	0.482	F
A0A0Q9K5G9	GO:0005515	0.348	F
A0A0Q9K5G9	GO:0008775	0.335	F
A0A0U1RQI7	GO:0005515	0.717	F
A0A0U1RQS6	GO:0005515	0.894	F
A0A0U1RRA0	GO:0005515	0.432	F
A0A0U1RRA0	GO:0046933	0.420	F
A0A125YR73	GO:0004366	0.362	F
A0A183	GO:0005515	0.683	F
A0A194VQN7	GO:0016218	0.497	F
A0A194VQN7	GO:1904091	0.836	F
A0A194W8T8	GO:0005515	0.655	F
A0A1B0GTH9	GO:0005515	0.650	F
A0A1B0GTI8	GO:0005515	0.780	F
A0A1B0GTK4	GO:0005515	0.887	F
A0A1B0GTR0	GO:0005125	0.525	F
A0A1B0GTR0	GO:0005515	0.667	F
A0A1B0GTS1	GO:0005515	0.800	F
A0A1B0GTY4	GO:0005515	0.878	F
A0A1B0GU29	GO:0005515	0.924	F
A0A1B0GUA5	GO:0005515	0.828	F
A0A1B0GUA7	GO:0005515	0.661	F
A0A1B0GUV8	GO:0005515	0.564	F
A0A1B0GUW6	GO:0005515	0.908	F
A0A1B0GUW7	GO:0005515	0.630	F
A0A1B0GUY1	GO:0005515	0.589	F
A0A1B0GV85	GO:0005515	0.607	F
A0A1B0GV90	GO:0005515	0.747	F
A0A1B0GVD1	GO:0005125	0.729	F
A0A1B0GVD1	GO:0005515	0.559	F
A0A1B0GVH4	GO:0004252	0.541	F
A0A1B0GVH4	GO:0005515	0.700	F
A0A1B0GVN3	GO:0005515	0.770	F
A0A1B0GVS7	GO:0005515	0.882	F
A0A1B0GVT2	GO:0005515	0.884	F
A0A1B0GVV1	GO:0005515	0.842	F
A0A1B0GVX0	GO:0005515	0.646	F
A0A1B0GVY4	GO:0005515	0.652	F
A0A1B0GVZ9	GO:0005515	0.683	F
A0A1B0GW54	GO:0005515	0.738	F
A0A1B0GW64	GO:0005515	0.889	F
A0A1B0GWB2	GO:0005515	0.847	F
A0A1B0GWH4	GO:0005515	0.801	F
A0A1B0GWH6	GO:0005515	0.399	F
A0A1D8PCF5	GO:0043565	0.482	F
A0A1D8PCM7	GO:0000978	0.628	F
A0A1D8PCM7	GO:0000981	0.515	F
A0A1D8PCM7	GO:0001228	0.305	F
A0A1D8PCM7	GO:0043565	0.384	F
A0A1D8PCT7	GO:0000030	0.455	F
A0A1D8PCT7	GO:0003735	0.512	F
A0A1D8PCT7	GO:0005515	0.385	F
A0A1D8PDI4	GO:0000978	0.775	F
A0A1D8PDI4	GO:0000981	0.565	F
A0A1D8PDI4	GO:0001228	0.446	F
A0A1D8PDI4	GO:0003700	0.377	F
A0A1D8PDI4	GO:0043565	0.658	F
A0A1D8PE43	GO:0001216	0.404	F
A0A1D8PE43	GO:0003700	0.343	F
A0A1D8PE43	GO:0043565	0.435	F
A0A1D8PEH1	GO:0000978	0.430	F
A0A1D8PEH1	GO:0000981	0.302	F
A0A1D8PEH1	GO:0001228	0.452	F
A0A1D8PEH1	GO:0003700	0.635	F
A0A1D8PEH1	GO:0043565	0.618	F
A0A1D8PEJ0	GO:0000026	0.345	F
A0A1D8PEJ0	GO:0000030	0.335	F
A0A1D8PES5	GO:0005515	0.361	F
A0A1D8PG41	GO:0000978	0.535	F
A0A1D8PG41	GO:0003700	0.500	F
A0A1D8PG41	GO:0043565	0.688	F
A0A1D8PGF3	GO:0000978	0.401	F
A0A1D8PGF3	GO:0001216	0.361	F
A0A1D8PGF3	GO:0003700	0.412	F
A0A1D8PGF3	GO:0043565	0.717	F
A0A1D8PHW6	GO:0000978	0.600	F
A0A1D8PHW6	GO:0000981	0.396	F
A0A1D8PHW6	GO:0001216	0.415	F
A0A1D8PHW6	GO:0001228	0.337	F
A0A1D8PHW6	GO:0003700	0.458	F
A0A1D8PHW6	GO:0043565	0.665	F
A0A1D8PJ72	GO:0001216	0.567	F
A0A1D8PJ72	GO:0003700	0.343	F
A0A1D8PJ72	GO:0043565	0.683	F
A0A1D8PJ96	GO:0000978	0.351	F
A0A1D8PJ96	GO:0001216	0.385	F
A0A1D8PJ96	GO:0001228	0.346	F
A0A1D8PJ96	GO:0003700	0.409	F
A0A1D8PJ96	GO:0043565	0.627	F
A0A1D8PJJ7	GO:0000978	0.428	F
A0A1D8PJJ7	GO:0001216	0.390	F
A0A1D8PJJ7	GO:0001228	0.326	F
A0A1D8PJJ7	GO:0003700	0.407	F
A0A1D8PJJ7	GO:0005515	0.314	F
A0A1D8PJJ7	GO:0043565	0.723	F
A0A1D8PJX7	GO:0001216	0.556	F
A0A1D8PJX7	GO:0005515	0.375	F
A0A1D8PJX7	GO:0043565	0.582	F
A0A1D8PKB5	GO:0000978	0.384	F
A0A1D8PKB5	GO:0001216	0.361	F
A0A1D8PKB5	GO:0003700	0.381	F
A0A1D8PKB5	GO:0043565	0.652	F
A0A1D8PL89	GO:0000978	0.475	F
A0A1D8PL89	GO:0000981	0.431	F
A0A1D8PL89	GO:0001216	0.778	F
A0A1D8PL89	GO:0001227	0.427	F
A0A1D8PL89	GO:0003700	0.591	F
A0A1D8PL89	GO:0043565	0.701	F
A0A1D8PLA4	GO:0000978	0.326	F
A0A1D8PLA4	GO:0001216	0.731	F
A0A1D8PLA4	GO:0003700	0.472	F
A0A1D8PLA4	GO:0043565	0.724	F
A0A1D8PLT8	GO:0005515	0.786	F
A0A1D8PM93	GO:0005515	0.794	F
A0A1D8PME2	GO:0000978	0.376	F
A0A1D8PME2	GO:0001216	0.532	F
A0A1D8PME2	GO:0003700	0.376	F
A0A1D8PME2	GO:0043565	0.717	F
A0A1D8PMM6	GO:0000009	0.307	F
A0A1D8PMM6	GO:0000026	0.469	F
A0A1D8PMQ3	GO:0000026	0.393	F
A0A1D8PN93	GO:0000978	0.417	F
A0A1D8PN93	GO:0001216	0.746	F
A0A1D8PN93	GO:0003700	0.500	F
A0A1D8PN93	GO:0043565	0.726	F
A0A1D8PNF7	GO:0000978	0.514	F
A0A1D8PNF7	GO:0043565	0.399	F
A0A1D8PNM8	GO:0000978	0.462	F
A0A1D8PNM8	GO:0001216	0.695	F
A0A1D8PNM8	GO:0003700	0.436	F
A0A1D8PNM8	GO:0043565	0.730	F
A0A1D8PNN1	GO:0001216	0.394	F
A0A1D8PNN1	GO:0043565	0.461	F
A0A1D8PPQ3	GO:0043565	0.386	F
A0A1D8PQ19	GO:0000009	0.379	F
A0A1D8PQ19	GO:0000026	0.663	F
A0A1D8PQ19	GO:0000030	0.436	F
A0A1D8PRL9	GO:0000978	0.716	F
A0A1D8PRL9	GO:0000981	0.652	F
A0A1D8PRL9	GO:0001228	0.367	F
A0A1D8PRL9	GO:0043565	0.346	F
A0A1D8PT64	GO:0000978	0.519	F
A0A1D8PT64	GO:0001216	0.460	F
A0A1D8PT64	GO:0003700	0.411	F
A0A1D8PT64	GO:0043565	0.667	F
A0A1D8PU45	GO:0000978	0.492	F
A0A1D8PU45	GO:0001216	0.378	F
A0A1D8PU45	GO:0001228	0.304	F
A0A1D8PU45	GO:0043565	0.555	F
A0A1D9PXD2	GO:0003700	0.390	F
A0A1D9PXD2	GO:0005515	0.432	F
A0A1D9PXD2	GO:0043565	0.329	F
A0A1D9PYE1	GO:0000978	0.335	F
A0A1D9PYE1	GO:0003700	0.609	F
A0A1D9PYE1	GO:0005515	0.306	F
A0A1D9PYE1	GO:0043565	0.366	F
A0A1D9QGL5	GO:0000978	0.314	F
A0A1D9QGL5	GO:0003700	0.488	F
A0A1D9QGL5	GO:0005515	0.301	F
A0A1D9QGL5	GO:0043565	0.362	F
A0A1E3M8P2	GO:0050660	0.304	F
A0A1E3M8P2	GO:0071949	0.364	F
A0A1F5L592	GO:0009975	0.462	F
A0A1F5L592	GO:0016218	0.547	F
A0A1F5L592	GO:0016853	0.321	F
A0A1I1NU16	GO:0005515	0.344	F
A0A1I1NU27	GO:0005515	0.737	F
A0A1I1P2K9	GO:0005515	0.795	F
A0A1I9QLC9	GO:0005199	0.497	F
A0A1I9QLD0	GO:0005199	0.504	F
A0A1L9X985	GO:0008168	0.306	F
A0A1L9X986	GO:0003677	0.499	F
A0A1L9X986	GO:0005515	0.368	F
A0A1L9X9G5	GO:0003884	0.531	F
A0A1L9X9G5	GO:0008115	0.513	F
A0A1L9X9G5	GO:0050031	0.602	F
A0A1L9X9G5	GO:0051698	0.305	F
A0A1Q5Q699	GO:0009975	0.423	F
A0A1Q5Q699	GO:0016218	0.742	F
A0A1Q5Q699	GO:0016853	0.375	F
A0A1W2PPK0	GO:0000981	0.312	F
A0A1W2PPK0	GO:0003700	0.424	F
A0A1W2PPK0	GO:0005515	0.548	F
A0A1W2PPK0	GO:0043565	0.301	F
A0A1W2PPM1	GO:0000981	0.306	F
A0A1W2PPM1	GO:0003700	0.473	F
A0A1W2PPM1	GO:0005515	0.531	F
A0A1W2PPM1	GO:0043565	0.317	F
A0A1W2PQU2	GO:0005515	0.817	F
A0A1W2PRN1	GO:0005515	0.927	F
A0A261GRE4	GO:0004503	0.806	F
A0A261GRE4	GO:0005507	0.324	F
A0A286YEV6	GO:0005515	0.853	F
A0A286YEX9	GO:0005515	0.780	F
